PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;112;86;28079112_86_98;2021;07;16;00028;V;00029;V;00034;V;00038;V;00041;V;00043;V;00045;V;00046;V;00043;V;00040;V;00038;V;00035;V;00030;V;00025;V;00021;V;00020;V;00019;V;00019;V;00018;V;00018;V;00018;V;00020;V;00021;V;00021;V
28;079;112;86;28079112_86_98;2021;07;17;00021;V;00022;V;00025;V;00028;V;00031;V;00033;V;00034;V;00037;V;00036;V;00032;V;00029;V;00027;V;00023;V;00018;V;00017;V;00016;V;00015;V;00015;V;00015;V;00014;V;00015;V;00016;V;00018;V;00018;V
28;079;112;86;28079112_86_98;2021;07;18;00019;V;00022;V;00029;V;00033;V;00036;V;00039;V;00041;V;00042;V;00039;V;00035;V;00030;V;00026;V;00022;V;00017;V;00015;V;00015;V;00012;V;00012;V;00012;V;00012;V;00014;V;00018;V;00022;V;00025;V
28;079;112;86;28079112_86_98;2021;07;19;00029;V;00031;V;00033;V;00038;V;00040;V;00042;V;00044;V;00046;V;00043;V;00041;V;00039;V;00031;V;00025;V;00022;V;00018;V;00013;V;00011;V;00012;V;00014;V;00014;V;00015;V;00017;V;00018;V;00019;V
28;079;112;86;28079112_86_98;2021;07;20;00020;V;00021;V;00023;V;00027;V;00024;V;00030;V;00031;V;00032;V;00034;V;00035;V;00031;V;00027;V;00023;V;00019;V;00018;V;00018;V;00018;V;00018;V;00019;V;00018;V;00017;V;00017;V;00019;V;00018;V
28;079;112;86;28079112_86_98;2021;07;21;00019;V;00020;V;00023;V;00030;V;00033;V;00037;V;00041;V;00043;V;00042;V;00039;V;00035;V;00030;V;00025;V;00021;V;00018;V;00017;V;00016;V;00016;V;00015;V;00015;V;00014;V;00016;V;00017;V;00020;V
28;079;112;86;28079112_86_98;2021;07;22;00023;V;00023;V;00031;V;00034;V;00036;V;00037;V;00037;V;00039;V;00036;V;00032;V;00029;V;00025;V;00023;V;00019;V;00016;V;00015;V;00015;V;00014;V;00014;V;00014;V;00014;V;00016;V;00018;V;00021;V
28;079;112;86;28079112_86_98;2021;07;23;00023;V;00026;V;00029;V;00027;V;00031;V;00028;V;00027;V;00027;V;00027;V;00024;V;00021;V;00017;V;00017;V;00017;V;00017;V;00015;V;00014;V;00016;V;00018;V;00018;V;00016;V;00015;V;00017;V;00021;V
28;079;112;86;28079112_86_98;2021;07;24;00028;V;00032;V;00035;V;00037;V;00039;V;00040;V;00042;V;00042;V;00038;V;00032;V;00030;V;00028;V;00024;V;00023;V;00020;V;00017;V;00017;V;00017;V;00018;V;00018;V;00017;V;00018;V;00020;V;00023;V
28;079;112;86;28079112_86_98;2021;07;25;00025;V;00027;V;00026;V;00028;V;00033;V;00040;V;00041;V;00034;V;00033;V;00035;V;00033;V;00029;V;00025;V;00023;V;00021;V;00019;V;00020;V;00018;V;00017;V;00018;V;00019;V;00023;V;00029;V;00048;V
28;079;112;86;28079112_86_98;2021;07;26;00075;V;00074;V;00077;V;00074;V;00075;V;00074;V;00072;V;00072;V;00066;V;00060;V;00057;V;00051;V;00044;V;00038;V;00034;V;00031;V;00029;V;00029;V;00030;V;00031;V;00031;V;00033;V;00035;V;00037;V
28;079;112;86;28079112_86_98;2021;07;27;00039;V;00040;V;00044;V;00052;V;00059;V;00064;V;00065;V;00067;V;00060;V;00055;V;00049;V;00044;V;00038;V;00033;V;00029;V;00027;V;00022;V;00022;V;00022;V;00022;V;00024;V;00026;V;00029;V;00030;V
28;079;112;86;28079112_86_98;2021;07;28;00030;V;00029;V;00033;V;00033;V;00034;V;00035;V;00040;V;00046;V;00046;V;00047;V;00044;V;00039;V;00031;V;00027;V;00024;V;00022;V;00021;V;00021;V;00020;V;00020;V;00020;V;00021;V;00023;V;00025;V
28;079;112;86;28079112_86_98;2021;07;29;00026;V;00037;V;00044;V;00052;V;00058;V;00062;V;00064;V;00064;V;00059;V;00054;V;00047;V;00042;V;00037;V;00031;V;00027;V;00025;V;00022;V;00021;V;00020;V;00021;V;00022;V;00024;V;00026;V;00029;V
28;079;112;86;28079112_86_98;2021;07;30;00030;V;00031;V;00033;V;00035;V;00036;V;00037;V;00038;V;00039;V;00036;V;00033;V;00033;V;00031;V;00026;V;00023;V;00020;V;00015;V;00014;V;00015;V;00018;V;00021;V;00021;V;00021;V;00023;V;00025;V
28;079;112;86;28079112_86_98;2021;07;31;00024;V;00026;V;00028;V;00030;V;00037;V;00043;V;00043;V;00051;V;00050;V;00050;V;00048;V;00043;V;00038;V;00037;V;00038;V;00035;V;00040;V;00038;V;00030;V;00031;V;00033;V;00036;V;00049;V;00058;V
28;079;113;83;28079113_83_98;2021;07;01;026.7;V;026.1;V;025.2;V;024.2;V;023.5;V;022.6;V;022.1;V;021.8;V;022.4;V;024.6;V;026.4;V;028.0;V;029.6;V;031.2;V;032.2;V;032.4;V;032.3;V;032.4;V;032.8;V;032.5;V;031.7;V;030.7;V;029.4;V;028.3;V
28;079;113;83;28079113_83_98;2021;07;02;027.3;V;026.4;V;025.7;V;024.9;V;024.1;V;023.3;V;022.8;V;022.3;V;023.0;V;025.5;V;027.7;V;029.6;V;031.1;V;032.1;V;032.3;V;032.2;V;033.4;V;033.9;V;033.6;V;033.0;V;032.2;V;031.1;V;029.8;V;028.8;V
28;079;113;83;28079113_83_98;2021;07;03;027.9;V;027.1;V;026.7;V;025.7;V;024.8;V;024.2;V;023.5;V;023.4;V;024.1;V;025.6;V;026.9;V;028.3;V;029.7;V;031.0;V;031.7;V;032.2;V;032.8;V;032.8;V;032.6;V;032.0;V;030.9;V;029.5;V;028.4;V;027.6;V
28;079;113;83;28079113_83_98;2021;07;04;026.9;V;026.1;V;025.5;V;024.8;V;024.0;V;023.3;V;022.7;V;022.3;V;022.5;V;024.4;V;026.4;V;027.6;V;029.1;V;030.3;V;031.0;V;031.5;V;032.0;V;032.3;V;032.1;V;031.7;V;031.1;V;030.1;V;029.0;V;028.1;V
28;079;113;83;28079113_83_98;2021;07;05;027.2;V;026.2;V;025.5;V;025.1;V;024.7;V;024.3;V;023.7;V;023.5;V;024.0;V;026.3;V;028.4;V;029.5;V;030.4;V;031.4;V;032.2;V;033.0;V;033.6;V;033.8;V;033.4;V;032.8;V;031.8;V;030.7;V;029.5;V;028.4;V
28;079;113;83;28079113_83_98;2021;07;06;027.5;V;026.8;V;026.1;V;025.1;V;024.0;V;023.0;V;022.2;V;021.8;V;022.4;V;022.7;V;023.2;V;024.0;V;024.6;V;024.4;V;024.2;V;023.7;V;022.9;V;023.3;V;023.4;V;022.5;V;022.3;V;021.9;V;021.5;V;021.1;V
28;079;113;83;28079113_83_98;2021;07;07;020.6;V;019.8;V;019.3;V;018.7;V;018.2;V;017.9;V;017.2;V;016.5;V;017.5;V;019.6;V;021.5;V;023.4;V;024.6;V;025.3;V;025.8;V;026.6;V;027.0;V;026.9;V;026.4;V;026.1;V;025.6;V;024.6;V;023.6;V;023.0;V
28;079;113;83;28079113_83_98;2021;07;08;022.1;V;021.2;V;020.5;V;019.0;V;018.2;V;017.4;V;016.8;V;016.4;V;016.7;V;018.3;V;020.1;V;022.1;V;023.5;V;024.9;V;025.6;V;026.6;V;027.5;V;028.1;V;028.3;V;028.2;V;028.1;V;027.5;V;026.5;V;025.7;V
28;079;113;83;28079113_83_98;2021;07;09;025.1;V;024.1;V;023.0;V;022.0;V;021.1;V;020.4;V;019.9;V;019.8;V;020.4;V;022.1;V;023.7;V;025.4;V;027.5;V;028.5;V;030.2;V;031.1;V;032.0;V;032.5;V;032.5;V;032.4;V;031.8;V;030.9;V;029.7;V;028.7;V
28;079;113;83;28079113_83_98;2021;07;10;027.7;V;026.9;V;026.1;V;025.4;V;024.7;V;024.1;V;023.5;V;023.4;V;023.5;V;025.5;V;027.0;V;028.3;V;030.0;V;031.9;V;033.5;V;034.5;V;035.5;V;036.1;V;036.0;V;035.8;V;035.2;V;034.0;V;032.5;V;031.4;V
28;079;113;83;28079113_83_98;2021;07;11;030.6;V;029.7;V;028.8;V;027.7;V;026.8;V;025.9;V;025.4;V;025.0;V;025.5;V;027.5;V;029.1;V;031.1;V;033.3;V;035.3;V;036.7;V;038.5;V;039.3;V;039.3;V;038.6;V;037.6;V;036.9;V;035.5;V;034.1;V;032.8;V
28;079;113;83;28079113_83_98;2021;07;12;031.4;V;030.3;V;029.1;V;028.1;V;026.9;V;025.7;V;024.7;V;023.9;V;024.5;V;025.5;V;026.0;V;026.2;V;027.3;V;027.7;V;027.1;V;027.3;V;027.3;V;027.3;V;026.5;V;026.2;V;026.0;V;024.8;V;023.6;V;022.6;V
28;079;113;83;28079113_83_98;2021;07;13;021.7;V;021.1;V;019.9;V;018.5;V;017.8;V;017.3;V;016.7;V;016.4;V;016.9;V;018.7;V;020.6;V;022.3;V;023.1;V;024.2;V;024.7;V;025.4;V;026.2;V;026.3;V;027.1;V;027.6;V;026.9;V;025.7;V;024.3;V;023.2;V
28;079;113;83;28079113_83_98;2021;07;14;022.5;V;021.9;V;020.7;V;019.5;V;018.6;V;018.0;V;017.1;V;016.4;V;016.8;V;018.4;V;020.1;V;021.4;V;023.3;V;025.1;V;026.4;V;026.9;V;027.7;V;028.1;V;028.5;V;028.9;V;028.3;V;027.3;V;026.3;V;025.6;V
28;079;113;83;28079113_83_98;2021;07;15;024.0;V;022.4;V;021.0;V;019.9;V;019.1;V;018.5;V;018.5;V;018.6;V;018.6;V;019.9;V;021.6;V;024.0;V;025.3;V;026.7;V;028.3;V;029.2;V;030.0;V;030.8;V;030.5;V;030.4;V;029.8;V;029.0;V;027.9;V;027.3;V
28;079;113;83;28079113_83_98;2021;07;16;026.5;V;025.7;V;024.4;V;023.6;V;022.8;V;022.1;V;021.5;V;021.3;V;021.5;V;023.7;V;025.8;V;027.4;V;029.4;V;030.9;V;032.1;V;032.6;V;033.3;V;033.9;V;034.0;V;033.8;V;033.2;V;032.2;V;030.9;V;030.5;V
28;079;113;83;28079113_83_98;2021;07;17;029.8;V;028.7;V;027.5;V;026.2;V;025.4;V;024.7;V;023.9;V;023.2;V;023.4;V;025.2;V;027.3;V;029.5;V;031.5;V;033.3;V;034.6;V;035.3;V;036.2;V;036.5;V;036.5;V;035.9;V;035.2;V;034.2;V;033.2;V;031.9;V
28;079;113;83;28079113_83_98;2021;07;18;030.8;V;029.8;V;028.6;V;027.7;V;026.7;V;026.0;V;025.2;V;024.8;V;024.8;V;026.5;V;029.0;V;030.7;V;032.6;V;034.0;V;035.3;V;035.1;V;035.4;V;035.6;V;035.4;V;035.0;V;034.2;V;032.9;V;031.5;V;030.1;V
28;079;113;83;28079113_83_98;2021;07;19;028.8;V;028.0;V;027.3;V;026.3;V;025.4;V;024.8;V;024.0;V;023.4;V;023.5;V;024.7;V;026.5;V;028.8;V;030.9;V;032.1;V;033.1;V;034.5;V;035.5;V;035.8;V;035.5;V;035.2;V;034.5;V;033.6;V;032.6;V;031.5;V
28;079;113;83;28079113_83_98;2021;07;20;030.6;V;029.5;V;028.6;V;027.7;V;027.4;V;026.6;V;025.8;V;024.9;V;025.3;V;026.9;V;028.8;V;030.8;V;032.7;V;034.0;V;034.6;V;035.3;V;035.9;V;035.9;V;035.4;V;034.8;V;034.0;V;032.9;V;031.8;V;030.8;V
28;079;113;83;28079113_83_98;2021;07;21;029.9;V;029.1;V;028.2;V;026.9;V;026.3;V;025.6;V;025.0;V;024.4;V;024.7;V;026.7;V;028.9;V;030.6;V;032.0;V;033.4;V;034.6;V;035.0;V;035.9;V;036.2;V;036.1;V;035.7;V;035.2;V;034.1;V;032.8;V;031.8;V
28;079;113;83;28079113_83_98;2021;07;22;030.9;V;030.3;V;029.2;V;028.3;V;027.5;V;026.9;V;026.2;V;025.6;V;025.7;V;027.0;V;028.9;V;030.5;V;032.6;V;034.3;V;035.4;V;035.9;V;036.6;V;037.0;V;036.6;V;036.2;V;035.4;V;034.2;V;032.7;V;031.6;V
28;079;113;83;28079113_83_98;2021;07;23;030.7;V;029.7;V;028.7;V;027.9;V;027.1;V;026.4;V;025.9;V;025.5;V;025.9;V;027.2;V;029.3;V;031.2;V;032.3;V;033.1;V;033.5;V;033.8;V;034.3;V;034.3;V;033.9;V;033.1;V;032.1;V;030.6;V;029.3;V;028.1;V
28;079;113;83;28079113_83_98;2021;07;24;026.9;V;025.7;V;025.0;V;024.4;V;023.7;V;023.0;V;022.6;V;022.0;V;022.4;V;024.3;V;025.9;V;027.5;V;028.7;V;029.2;V;030.5;V;031.3;V;031.8;V;032.3;V;032.0;V;031.2;V;030.4;V;029.2;V;028.2;V;027.4;V
28;079;113;83;28079113_83_98;2021;07;25;026.6;V;025.9;V;025.2;V;024.5;V;023.9;V;023.5;V;023.1;V;022.3;V;022.4;V;023.1;V;024.5;V;026.3;V;028.3;V;029.4;V;030.1;V;030.6;V;031.2;V;031.9;V;031.9;V;031.1;V;030.1;V;028.7;V;027.2;V;024.7;V
28;079;113;83;28079113_83_98;2021;07;26;021.2;V;020.0;V;020.0;V;020.0;V;020.0;V;019.8;V;019.8;V;019.7;V;020.3;V;021.8;V;022.9;V;024.3;V;025.9;V;027.1;V;027.9;V;028.6;V;029.3;V;030.4;V;030.1;V;029.8;V;029.4;V;028.6;V;027.7;V;027.1;V
28;079;113;83;28079113_83_98;2021;07;27;026.5;V;026.0;V;025.3;V;024.3;V;023.6;V;022.9;V;022.4;V;021.9;V;022.2;V;023.9;V;025.5;V;027.1;V;028.8;V;030.3;V;031.3;V;032.4;V;032.9;V;033.4;V;033.2;V;032.8;V;032.1;V;031.1;V;030.0;V;029.3;V
28;079;113;83;28079113_83_98;2021;07;28;028.5;V;027.8;V;027.2;V;026.5;V;026.0;V;025.4;V;024.3;V;023.1;V;023.1;V;024.7;V;026.4;V;028.5;V;030.7;V;032.3;V;033.5;V;034.1;V;034.8;V;035.1;V;035.0;V;034.4;V;033.7;V;032.7;V;031.5;V;030.6;V
28;079;113;83;28079113_83_98;2021;07;29;029.7;V;028.8;V;027.7;V;026.9;V;026.0;V;025.1;V;024.5;V;024.3;V;024.4;V;025.9;V;027.6;V;029.2;V;030.7;V;032.3;V;033.4;V;034.3;V;034.9;V;035.2;V;035.1;V;034.6;V;033.9;V;032.8;V;031.7;V;030.6;V
28;079;113;83;28079113_83_98;2021;07;30;029.7;V;028.9;V;028.2;V;027.5;V;026.6;V;025.9;V;025.2;V;024.7;V;024.9;V;027.0;V;028.8;V;030.3;V;031.5;V;032.3;V;033.0;V;033.7;V;034.2;V;034.4;V;034.1;V;033.5;V;032.6;V;031.4;V;030.3;V;029.3;V
28;079;113;83;28079113_83_98;2021;07;31;028.4;V;027.6;V;026.9;V;026.1;V;025.0;V;024.1;V;023.5;V;022.7;V;022.6;V;023.6;V;024.8;V;026.4;V;027.6;V;029.0;V;028.3;V;027.5;V;026.4;V;026.1;V;027.0;V;026.0;V;025.2;V;024.1;V;022.0;V;020.8;V
28;079;113;86;28079113_86_98;2021;07;01;00017;V;00019;V;00022;V;00024;V;00024;V;00029;V;00045;V;00054;V;00059;V;00050;V;00042;V;00037;V;00028;V;00022;V;00019;V;00018;V;00016;V;00015;V;00015;V;00014;V;00014;V;00015;V;00016;V;00017;V
28;079;113;86;28079113_86_98;2021;07;02;00019;V;00020;V;00020;V;00025;V;00026;V;00029;V;00030;V;00032;V;00029;V;00025;V;00022;V;00021;V;00021;V;00017;V;00016;V;00016;V;00014;V;00012;V;00013;V;00015;V;00016;V;00018;V;00020;V;00021;V
28;079;113;86;28079113_86_98;2021;07;03;00021;V;00023;V;00026;V;00030;V;00035;V;00034;V;00036;V;00037;V;00036;V;00034;V;00032;V;00030;V;00027;V;00024;V;00025;V;00026;V;00024;V;00024;V;00026;V;00027;V;00031;V;00034;V;00037;V;00037;V
28;079;113;86;28079113_86_98;2021;07;04;00039;V;00042;V;00043;V;00046;V;00047;V;00048;V;00046;V;00049;V;00051;V;00044;V;00038;V;00031;V;00023;V;00018;V;00018;V;00020;V;00023;V;00023;V;00023;V;00023;V;00025;V;00027;V;00031;V;00034;V
28;079;113;86;28079113_86_98;2021;07;05;00037;V;00040;V;00043;V;00045;V;00046;V;00048;V;00049;V;00050;V;00048;V;00044;V;00039;V;00036;V;00034;V;00031;V;00028;V;00025;V;00021;V;00021;V;00022;V;00024;V;00027;V;00025;V;00028;V;00032;V
28;079;113;86;28079113_86_98;2021;07;06;00032;V;00035;V;00036;V;00042;V;00043;V;00046;V;00050;V;00052;V;00051;V;00052;V;00052;V;00049;V;00049;V;00052;V;00054;V;00060;V;00061;V;00056;V;00051;V;00052;V;00053;V;00050;V;00044;V;00042;V
28;079;113;86;28079113_86_98;2021;07;07;00045;V;00050;V;00053;V;00055;V;00052;V;00053;V;00059;V;00061;V;00059;V;00050;V;00044;V;00037;V;00032;V;00029;V;00028;V;00027;V;00025;V;00023;V;00025;V;00025;V;00025;V;00026;V;00027;V;00030;V
28;079;113;86;28079113_86_98;2021;07;08;00031;V;00035;V;00037;V;00047;V;00051;V;00053;V;00055;V;00056;V;00054;V;00049;V;00044;V;00038;V;00033;V;00029;V;00025;V;00024;V;00022;V;00021;V;00021;V;00021;V;00022;V;00023;V;00024;V;00027;V
28;079;113;86;28079113_86_98;2021;07;09;00029;V;00033;V;00035;V;00037;V;00039;V;00042;V;00045;V;00046;V;00047;V;00047;V;00049;V;00047;V;00045;V;00043;V;00037;V;00029;V;00025;V;00024;V;00023;V;00022;V;00022;V;00022;V;00025;V;00029;V
28;079;113;86;28079113_86_98;2021;07;10;00030;V;00033;V;00036;V;00037;V;00040;V;00043;V;00047;V;00050;V;00050;V;00047;V;00042;V;00040;V;00036;V;00031;V;00025;V;00021;V;00018;V;00017;V;00019;V;00018;V;00018;V;00020;V;00022;V;00024;V
28;079;113;86;28079113_86_98;2021;07;11;00024;V;00024;V;00025;V;00027;V;00028;V;00030;V;00030;V;00032;V;00031;V;00028;V;00027;V;00026;V;00023;V;00021;V;00019;V;00016;V;00014;V;00014;V;00015;V;00017;V;00018;V;00019;V;00021;V;00024;V
28;079;113;86;28079113_86_98;2021;07;12;00027;V;00028;V;00030;V;00032;V;00030;V;00033;V;00035;V;00037;V;00035;V;00032;V;00028;V;00028;V;00026;V;00026;V;00025;V;00021;V;00019;V;00021;V;00022;V;00023;V;00023;V;00025;V;00027;V;00029;V
28;079;113;86;28079113_86_98;2021;07;13;00030;V;00032;V;00039;V;00044;V;00042;V;00044;V;00046;V;00046;V;00043;V;00038;V;00034;V;00031;V;00029;V;00027;V;00026;V;00024;V;00023;V;00023;V;00022;V;00022;V;00022;V;00022;V;00028;V;00031;V
28;079;113;86;28079113_86_98;2021;07;14;00032;V;00033;V;00036;V;00040;V;00044;V;00047;V;00051;V;00054;V;00052;V;00047;V;00042;V;00038;V;00034;V;00030;V;00026;V;00023;V;00021;V;00020;V;00021;V;00021;V;00021;V;00022;V;00022;V;00027;V
28;079;113;86;28079113_86_98;2021;07;15;00033;V;00038;V;00041;V;00045;V;00048;V;00049;V;00049;V;00048;V;00049;V;00046;V;00043;V;00038;V;00036;V;00033;V;00028;V;00020;V;00018;V;00016;V;00017;V;00018;V;00019;V;00019;V;00022;V;00025;V
28;079;113;86;28079113_86_98;2021;07;16;00027;V;00027;V;00033;V;00037;V;00039;V;00041;V;00043;V;00044;V;00045;V;00041;V;00040;V;00038;V;00033;V;00028;V;00023;V;00022;V;00021;V;00020;V;00019;V;00019;V;00020;V;00021;V;00022;V;00022;V
28;079;113;86;28079113_86_98;2021;07;17;00021;V;00021;V;00024;V;00027;V;00030;V;00031;V;00032;V;00035;V;00037;V;00033;V;00030;V;00030;V;00025;V;00020;V;00018;V;00018;V;00016;V;00016;V;00015;V;00016;V;00016;V;00017;V;00017;V;00017;V
28;079;113;86;28079113_86_98;2021;07;18;00018;V;00022;V;00028;V;00031;V;00034;V;00037;V;00039;V;00040;V;00039;V;00035;V;00032;V;00028;V;00024;V;00019;V;00015;V;00015;V;00012;V;00012;V;00012;V;00012;V;00014;V;00018;V;00021;V;00023;V
28;079;113;86;28079113_86_98;2021;07;19;00027;V;00029;V;00031;V;00035;V;00037;V;00039;V;00042;V;00044;V;00044;V;00042;V;00038;V;00033;V;00026;V;00023;V;00019;V;00014;V;00011;V;00013;V;00014;V;00015;V;00016;V;00016;V;00018;V;00019;V
28;079;113;86;28079113_86_98;2021;07;20;00019;V;00020;V;00021;V;00027;V;00023;V;00027;V;00028;V;00030;V;00035;V;00036;V;00032;V;00028;V;00024;V;00019;V;00018;V;00017;V;00017;V;00018;V;00018;V;00018;V;00017;V;00017;V;00018;V;00018;V
28;079;113;86;28079113_86_98;2021;07;21;00018;V;00019;V;00022;V;00028;V;00030;V;00034;V;00038;V;00041;V;00043;V;00040;V;00035;V;00030;V;00026;V;00022;V;00019;V;00018;V;00017;V;00016;V;00015;V;00015;V;00015;V;00016;V;00017;V;00020;V
28;079;113;86;28079113_86_98;2021;07;22;00022;V;00022;V;00029;V;00033;V;00034;V;00035;V;00035;V;00037;V;00037;V;00034;V;00030;V;00028;V;00025;V;00020;V;00016;V;00015;V;00015;V;00014;V;00014;V;00014;V;00014;V;00015;V;00018;V;00020;V
28;079;113;86;28079113_86_98;2021;07;23;00022;V;00024;V;00027;V;00026;V;00028;V;00026;V;00024;V;00025;V;00025;V;00024;V;00021;V;00016;V;00015;V;00016;V;00015;V;00014;V;00013;V;00015;V;00017;V;00018;V;00015;V;00014;V;00016;V;00020;V
28;079;113;86;28079113_86_98;2021;07;24;00025;V;00030;V;00032;V;00035;V;00036;V;00036;V;00037;V;00038;V;00038;V;00033;V;00030;V;00027;V;00024;V;00023;V;00019;V;00016;V;00017;V;00017;V;00019;V;00018;V;00017;V;00017;V;00019;V;00021;V
28;079;113;86;28079113_86_98;2021;07;25;00023;V;00025;V;00025;V;00027;V;00030;V;00036;V;00037;V;00031;V;00033;V;00034;V;00032;V;00030;V;00025;V;00023;V;00021;V;00020;V;00020;V;00018;V;00016;V;00018;V;00018;V;00022;V;00028;V;00045;V
28;079;113;86;28079113_86_98;2021;07;26;00072;V;00072;V;00072;V;00068;V;00069;V;00069;V;00067;V;00067;V;00066;V;00060;V;00057;V;00051;V;00044;V;00040;V;00035;V;00033;V;00031;V;00029;V;00030;V;00031;V;00031;V;00033;V;00034;V;00036;V
28;079;113;86;28079113_86_98;2021;07;27;00038;V;00039;V;00042;V;00048;V;00054;V;00058;V;00060;V;00062;V;00061;V;00055;V;00050;V;00045;V;00039;V;00035;V;00031;V;00027;V;00022;V;00022;V;00022;V;00022;V;00024;V;00026;V;00029;V;00030;V
28;079;113;86;28079113_86_98;2021;07;28;00029;V;00028;V;00031;V;00032;V;00032;V;00033;V;00038;V;00043;V;00047;V;00049;V;00046;V;00041;V;00034;V;00028;V;00024;V;00023;V;00021;V;00021;V;00021;V;00021;V;00021;V;00022;V;00023;V;00025;V
28;079;113;86;28079113_86_98;2021;07;29;00026;V;00035;V;00043;V;00049;V;00055;V;00058;V;00060;V;00061;V;00060;V;00055;V;00049;V;00045;V;00039;V;00033;V;00028;V;00025;V;00022;V;00021;V;00020;V;00021;V;00022;V;00024;V;00026;V;00028;V
28;079;113;86;28079113_86_98;2021;07;30;00029;V;00030;V;00033;V;00033;V;00034;V;00034;V;00035;V;00036;V;00036;V;00033;V;00030;V;00028;V;00025;V;00022;V;00020;V;00015;V;00014;V;00015;V;00018;V;00021;V;00021;V;00020;V;00022;V;00024;V
28;079;113;86;28079113_86_98;2021;07;31;00023;V;00024;V;00027;V;00029;V;00034;V;00039;V;00039;V;00045;V;00046;V;00045;V;00042;V;00039;V;00036;V;00033;V;00034;V;00034;V;00038;V;00037;V;00030;V;00031;V;00032;V;00034;V;00046;V;00054;V
28;079;115;83;28079115_83_98;2021;07;01;025.7;V;024.0;V;022.0;V;021.3;V;021.2;V;020.2;V;019.3;V;017.6;V;020.1;V;023.5;V;025.5;V;027.8;V;029.4;V;030.3;V;031.2;V;032.2;V;033.1;V;034.0;V;034.1;V;034.3;V;033.9;V;031.8;V;029.9;V;028.3;V
28;079;115;83;28079115_83_98;2021;07;02;026.2;V;024.6;V;023.3;V;022.0;V;020.3;V;019.1;V;018.2;V;017.8;V;019.7;V;023.7;V;026.4;V;029.5;V;030.2;V;031.0;V;031.9;V;032.8;V;034.1;V;034.9;V;034.9;V;034.7;V;033.9;V;032.0;V;030.2;V;029.1;V
28;079;115;83;28079115_83_98;2021;07;03;027.3;V;025.6;V;025.2;V;024.3;V;023.1;V;022.4;V;021.5;V;021.8;V;023.4;V;024.4;V;025.6;V;026.5;V;028.5;V;030.1;V;030.9;V;031.4;V;032.4;V;032.7;V;032.4;V;031.6;V;030.6;V;029.1;V;027.9;V;027.1;V
28;079;115;83;28079115_83_98;2021;07;04;026.1;V;025.2;V;024.7;V;023.6;V;022.4;V;021.5;V;020.9;V;020.2;V;020.6;V;021.8;V;023.7;V;025.5;V;027.3;V;028.7;V;029.8;V;030.9;V;032.5;V;034.0;V;034.1;V;033.5;V;032.7;V;030.7;V;028.9;V;027.7;V
28;079;115;83;28079115_83_98;2021;07;05;026.4;V;025.1;V;024.2;V;023.6;V;022.9;V;022.2;V;021.3;V;021.0;V;022.1;V;024.3;V;026.7;V;027.1;V;028.9;V;030.0;V;031.2;V;032.4;V;033.4;V;033.9;V;033.9;V;033.5;V;032.8;V;031.1;V;029.2;V;027.9;V
28;079;115;83;28079115_83_98;2021;07;06;026.8;V;025.6;V;024.9;V;023.8;V;022.4;V;021.6;V;020.6;V;020.2;V;020.4;V;020.4;V;020.8;V;021.7;V;022.0;V;021.7;V;021.6;V;021.1;V;020.7;V;021.3;V;021.8;V;020.8;V;020.8;V;020.7;V;020.1;V;019.7;V
28;079;115;83;28079115_83_98;2021;07;07;018.9;V;018.1;V;016.8;V;015.9;V;015.6;V;014.9;V;013.5;V;013.3;V;014.2;V;017.3;V;020.0;V;021.9;V;023.4;V;023.6;V;025.9;V;025.6;V;026.3;V;026.7;V;027.2;V;027.5;V;026.6;V;024.8;V;023.1;V;021.9;V
28;079;115;83;28079115_83_98;2021;07;08;020.4;V;019.9;V;020.1;V;018.6;V;017.8;V;017.0;V;016.5;V;016.3;V;016.9;V;018.3;V;020.4;V;022.8;V;025.0;V;026.6;V;027.8;V;030.0;V;032.1;V;033.4;V;034.4;V;035.7;V;035.4;V;032.2;V;027.7;V;025.0;V
28;079;115;83;28079115_83_98;2021;07;09;022.5;V;021.8;V;022.8;V;021.6;V;021.0;V;020.3;V;019.7;V;019.7;V;020.4;V;022.0;V;024.1;V;026.4;V;028.9;V;031.1;V;032.0;V;034.0;V;036.0;V;037.6;V;035.7;V;036.2;V;035.7;V;034.0;V;029.8;V;027.6;V
28;079;115;83;28079115_83_98;2021;07;10;026.2;V;026.1;V;025.4;V;024.5;V;023.8;V;021.2;V;020.6;V;021.1;V;023.3;V;025.1;V;027.2;V;029.6;V;030.4;V;033.4;V;034.6;V;035.1;V;036.9;V;037.4;V;038.6;V;039.2;V;038.0;V;035.7;V;032.4;V;030.0;V
28;079;115;83;28079115_83_98;2021;07;11;029.0;V;027.1;V;025.2;V;023.8;V;022.8;V;022.4;V;021.7;V;022.3;V;024.6;V;027.5;V;029.6;V;031.2;V;034.0;V;035.4;V;037.6;V;039.1;V;039.4;V;039.2;V;038.4;V;037.7;V;037.2;V;035.9;V;034.4;V;032.6;V
